payment_id,order_id,payment_date,payment_method,payment_status,payment_amount
PAY720439,ORD520439,2024-12-05 04:42:00,Credit Card,Success,186.27
PAY720440,ORD520440,2024-12-05 05:03:00,PayPal,Refunded,549.39
PAY720441,ORD520441,2024-12-05 06:24:00,PayPal,Success,570.63
PAY720442,ORD520442,2024-12-05 09:28:00,Credit Card,Success,172.48
PAY720443,ORD520443,2024-12-05 06:56:00,Credit Card,Refunded,131.59
PAY720444,ORD520444,2024-12-05 11:06:00,Credit Card,Success,180.09
PAY720445,ORD520445,2024-12-05 07:25:00,Credit Card,Success,88.91
PAY720446,ORD520446,2024-12-05 06:32:00,Credit Card,Success,57.54
PAY720447,ORD520447,2024-12-05 06:52:00,Credit Card,Success,97.41
PAY720448,ORD520448,2024-12-05 10:27:00,PayPal,Success,221.84
PAY720449,ORD520449,2024-12-05 12:23:00,Debit Card,Success,111.66
PAY720450,ORD520450,2024-12-05 12:02:00,PayPal,Success,73.27
PAY720451,ORD520451,2024-12-05 12:03:00,Buy Now Pay Later,Success,80.99
PAY720452,ORD520452,2024-12-05 14:25:00,PayPal,Success,89.0
PAY720453,ORD520453,2024-12-05 14:43:00,PayPal,Failed,382.28
PAY720454,ORD520454,2024-12-05 14:07:00,Gift Card,Success,263.76
PAY720455,ORD520455,2024-12-05 13:21:00,Debit Card,Success,121.99
PAY720456,ORD520456,2024-12-05 10:40:00,Credit Card,Refunded,246.38
PAY720457,ORD520457,2024-12-05 14:18:00,Debit Card,Success,223.75
PAY720458,ORD520458,2024-12-05 15:18:00,Credit Card,Success,93.36
PAY720459,ORD520459,2024-12-05 12:24:00,Debit Card,Success,150.9
PAY720460,ORD520460,2024-12-05 13:38:00,Credit Card,Success,104.82
PAY720461,ORD520461,2024-12-05 13:47:00,Credit Card,Refunded,209.0
PAY720462,ORD520462,2024-12-05 14:03:00,Gift Card,Failed,204.19
PAY720463,ORD520463,2024-12-05 17:46:00,PayPal,Success,21.46
PAY720464,ORD520464,2024-12-05 15:19:00,Credit Card,Success,118.79
PAY720465,ORD520465,2024-12-05 18:07:00,Debit Card,Success,202.57
PAY720466,ORD520466,2024-12-05 17:09:00,Credit Card,Success,318.04
PAY720467,ORD520467,2024-12-05 21:20:00,Debit Card,Success,269.6
PAY720468,ORD520468,2024-12-05 19:24:00,Debit Card,Success,212.88
PAY720469,ORD520469,2024-12-05 18:25:00,Credit Card,Success,58.8
PAY720470,ORD520470,2024-12-05 20:35:00,Credit Card,Success,273.87
PAY720471,ORD520471,2024-12-05 22:37:00,Debit Card,Success,184.95
PAY720472,ORD520472,2024-12-05 22:22:00,Debit Card,Success,71.76
PAY720473,ORD520473,2024-12-05 18:52:00,Credit Card,Success,73.78
PAY720474,ORD520474,2024-12-05 20:53:00,Credit Card,Success,57.97
PAY720475,ORD520475,2024-12-05 20:04:00,PayPal,Success,127.04
PAY720476,ORD520476,2024-12-06 00:15:00,Credit Card,Success,171.74
PAY720477,ORD520477,2024-12-05 19:43:00,PayPal,Success,99.27
PAY720478,ORD520478,2024-12-05 23:28:00,Buy Now Pay Later,Success,371.07
PAY720479,ORD520479,2024-12-06 00:06:00,Buy Now Pay Later,Success,939.32
PAY720480,ORD520480,2024-12-05 23:06:00,Credit Card,Success,216.01
PAY720481,ORD520481,2024-12-06 01:48:00,Unknown,Success,234.17
PAY720482,ORD520482,2024-12-06 00:26:00,Credit Card,Success,587.36
PAY720483,ORD520483,2024-12-06 04:21:00,PayPal,Success,256.54
PAY720484,ORD520484,2024-12-06 00:46:00,Credit Card,Success,168.59
PAY720485,ORD520485,2024-12-06 06:06:00,Gift Card,Success,223.42
PAY720486,ORD520486,2024-12-06 06:15:00,Credit Card,Success,957.45
PAY720487,ORD520487,2024-12-06 01:45:00,Debit Card,Success,82.33
PAY720488,ORD520488,2024-12-06 02:57:00,PayPal,Success,253.88
PAY720489,ORD520489,2024-12-06 03:10:00,PayPal,Success,138.63
PAY720490,ORD520490,2024-12-06 04:01:00,Gift Card,Success,77.67
PAY720491,ORD520491,2024-12-06 06:20:00,Credit Card,Success,412.86
PAY720492,ORD520492,2024-12-06 10:08:00,Credit Card,Success,157.45
PAY720493,ORD520493,2024-12-06 07:16:00,Credit Card,Success,179.57
PAY720494,ORD520494,2024-12-06 07:37:00,Debit Card,Success,44.42
PAY720495,ORD520495,2024-12-06 10:38:00,Unknown,Success,68.07
PAY720496,ORD520496,2024-12-06 08:09:00,Debit Card,Failed,178.6
PAY720497,ORD520497,2024-12-06 12:03:00,PayPal,Success,139.65
PAY720498,ORD520498,2024-12-06 15:28:00,Credit Card,Success,60.63
PAY720499,ORD520499,2024-12-06 14:52:00,Credit Card,Success,60.2
PAY720500,ORD520500,2024-12-06 14:38:00,Credit Card,Success,197.88
PAY720501,ORD520501,2024-12-06 11:40:00,Debit Card,Success,120.09
PAY720502,ORD520502,2024-12-06 16:44:00,Credit Card,Success,89.0
PAY720503,ORD520503,2024-12-06 13:07:00,Credit Card,Success,64.71
PAY720504,ORD520504,2024-12-06 12:46:00,Credit Card,Failed,150.52
PAY720505,ORD520505,2024-12-06 14:50:00,Debit Card,Failed,163.49
PAY720506,ORD520506,2024-12-06 13:48:00,Debit Card,Success,180.91
PAY720507,ORD520507,2024-12-06 16:25:00,PayPal,Success,185.67
PAY720508,ORD520508,2024-12-06 15:29:00,Credit Card,Refunded,148.21
PAY720509,ORD520509,2024-12-06 17:33:00,Debit Card,Failed,47.01
PAY720510,ORD520510,2024-12-06 15:53:00,Credit Card,Success,119.2
PAY720511,ORD520511,2024-12-06 20:19:00,Credit Card,Success,153.08
PAY720512,ORD520512,2024-12-06 21:47:00,PayPal,Refunded,162.17
PAY720513,ORD520513,2024-12-06 22:14:00,Buy Now Pay Later,Success,546.85
PAY720514,ORD520514,2024-12-06 21:32:00,Buy Now Pay Later,Success,48.43
PAY720515,ORD520515,2024-12-06 18:53:00,Credit Card,Success,71.38
PAY720516,ORD520516,2024-12-06 21:02:00,Buy Now Pay Later,Success,170.35
PAY720517,ORD520517,2024-12-06 19:37:00,Credit Card,Failed,109.82
PAY720518,ORD520518,2024-12-06 22:52:00,PayPal,Success,321.71
PAY720519,ORD520519,2024-12-07 00:11:00,PayPal,Success,105.71
PAY720520,ORD520520,2024-12-06 23:48:00,Gift Card,Success,495.5
PAY720521,ORD520521,2024-12-07 00:50:00,Credit Card,Success,202.63
PAY720522,ORD520522,2024-12-06 23:20:00,Credit Card,Failed,406.36
PAY720523,ORD520523,2024-12-06 22:32:00,Credit Card,Success,31.6
PAY720524,ORD520524,2024-12-07 02:37:00,Credit Card,Success,40.22
PAY720525,ORD520525,2024-12-07 01:57:00,Gift Card,Success,42.74
PAY720526,ORD520526,2024-12-07 00:08:00,Credit Card,Success,27.1
PAY720527,ORD520527,2024-12-07 05:00:00,Buy Now Pay Later,Success,24.68
PAY720528,ORD520528,2024-12-07 07:09:00,Credit Card,Success,170.93
PAY720529,ORD520529,2024-12-07 05:41:00,PayPal,Refunded,66.91
PAY720530,ORD520530,2024-12-07 03:45:00,Debit Card,Success,48.6
PAY720531,ORD520531,2024-12-07 03:56:00,Buy Now Pay Later,Success,153.57
PAY720532,ORD520532,2024-12-07 04:23:00,Debit Card,Success,210.27
PAY720533,ORD520533,2024-12-07 07:27:00,Credit Card,Failed,132.2
PAY720534,ORD520534,2024-12-07 08:46:00,Credit Card,Success,178.0
PAY720535,ORD520535,2024-12-07 08:03:00,Credit Card,Success,60.27
PAY720536,ORD520536,2024-12-07 09:36:00,Gift Card,Success,195.01
PAY720537,ORD520537,2024-12-07 06:14:00,Debit Card,Success,141.17
PAY720538,ORD520538,2024-12-07 08:17:00,Gift Card,Failed,265.44
PAY720539,ORD520539,2024-12-07 09:31:00,Debit Card,Success,108.2
PAY720540,ORD520540,2024-12-07 11:03:00,PayPal,Success,119.45
PAY720541,ORD520541,2024-12-07 10:57:00,Debit Card,Success,107.06
PAY720542,ORD520542,2024-12-07 09:32:00,Credit Card,Success,108.53
PAY720543,ORD520543,2024-12-07 08:44:00,Credit Card,Success,59.82
PAY720544,ORD520544,2024-12-07 12:56:00,Debit Card,Failed,114.4
PAY720545,ORD520545,2024-12-07 08:23:00,Credit Card,Success,126.83
PAY720546,ORD520546,2024-12-07 12:36:00,Credit Card,Success,409.41
PAY720547,ORD520547,2024-12-07 10:57:00,Credit Card,Success,217.63
PAY720548,ORD520548,2024-12-07 10:28:00,Debit Card,Success,0.0
PAY720549,ORD520549,2024-12-07 14:34:00,Debit Card,Success,175.26
PAY720550,ORD520550,2024-12-07 14:52:00,Debit Card,Failed,130.51
PAY720551,ORD520551,2024-12-07 16:54:00,Credit Card,Success,39.03
PAY720552,ORD520552,2024-12-07 18:03:00,Gift Card,Success,94.52
PAY720553,ORD520553,2024-12-07 16:04:00,Gift Card,Success,223.36
PAY720554,ORD520554,2024-12-07 14:17:00,PayPal,Success,355.72
PAY720555,ORD520555,2024-12-07 19:34:00,Gift Card,Success,18.92
PAY720556,ORD520556,2024-12-07 19:32:00,Credit Card,Success,188.45
PAY720557,ORD520557,2024-12-07 21:32:00,Credit Card,Success,330.07
PAY720558,ORD520558,2024-12-07 19:33:00,Credit Card,Refunded,51.88
PAY720559,ORD520559,2024-12-07 21:33:00,Credit Card,Success,73.13
PAY720560,ORD520560,2024-12-07 21:47:00,Debit Card,Success,184.07
PAY720561,ORD520561,2024-12-07 19:24:00,Credit Card,Success,87.55
PAY720562,ORD520562,2024-12-07 19:49:00,Credit Card,Success,449.69
PAY720563,ORD520563,2024-12-08 00:08:00,Credit Card,Success,141.5
PAY720564,ORD520564,2024-12-07 23:23:00,Credit Card,Success,132.75
PAY720565,ORD520565,2024-12-07 22:00:00,Debit Card,Success,373.91
PAY720566,ORD520566,2024-12-08 00:38:00,Credit Card,Failed,106.23
PAY720567,ORD520567,2024-12-07 21:46:00,Buy Now Pay Later,Success,18.42
PAY720568,ORD520568,2024-12-07 23:06:00,Debit Card,Success,29.39
PAY720569,ORD520569,2024-12-08 01:17:00,Credit Card,Success,56.65
PAY720570,ORD520570,2024-12-07 21:31:00,Credit Card,Success,168.75
PAY720571,ORD520571,2024-12-07 22:06:00,Credit Card,Success,42.61
PAY720572,ORD520572,2024-12-08 02:28:00,PayPal,Success,21.24
PAY720573,ORD520573,2024-12-07 22:35:00,PayPal,Success,144.94
PAY720574,ORD520574,2024-12-07 23:38:00,Debit Card,Success,104.1
PAY720575,ORD520575,2024-12-08 03:00:00,Credit Card,Success,255.37
PAY720576,ORD520576,2024-12-08 00:17:00,Credit Card,Success,208.22
PAY720577,ORD520577,2024-12-08 00:50:00,Credit Card,Success,134.32
PAY720578,ORD520578,2024-12-08 02:09:00,Debit Card,Success,284.76
PAY720579,ORD520579,2024-12-08 02:17:00,Credit Card,Success,140.87
PAY720580,ORD520580,2024-12-08 04:07:00,Credit Card,Success,181.41
PAY720581,ORD520581,2024-12-08 04:19:00,Credit Card,Success,89.0
PAY720582,ORD520582,2024-12-08 08:21:00,PayPal,Success,228.43
PAY720583,ORD520583,2024-12-08 08:37:00,Buy Now Pay Later,Success,148.49
PAY720584,ORD520584,2024-12-08 08:02:00,Gift Card,Success,103.22
PAY720585,ORD520585,2024-12-08 07:20:00,Credit Card,Refunded,122.04
PAY720586,ORD520586,2024-12-08 04:20:00,Debit Card,Success,209.93
PAY720587,ORD520587,2024-12-08 06:39:00,Credit Card,Success,145.72
PAY720588,ORD520588,2024-12-08 08:40:00,Buy Now Pay Later,Success,70.6
PAY720589,ORD520589,2024-12-08 09:54:00,Debit Card,Success,61.68
PAY720590,ORD520590,2024-12-08 08:01:00,Debit Card,Success,180.95
PAY720591,ORD520591,2024-12-08 05:28:00,Debit Card,Success,17.82
PAY720592,ORD520592,2024-12-08 09:38:00,Credit Card,Success,130.57
PAY720593,ORD520593,2024-12-08 10:03:00,Debit Card,Success,210.33
PAY720594,ORD520594,2024-12-08 09:01:00,Credit Card,Success,251.04
PAY720595,ORD520595,2024-12-08 12:14:00,Credit Card,Success,88.95
PAY720596,ORD520596,2024-12-08 09:39:00,Credit Card,Success,522.38
PAY720597,ORD520597,2024-12-08 10:16:00,Credit Card,Success,19.56
PAY720598,ORD520598,2024-12-08 12:50:00,Credit Card,Success,150.9
PAY720599,ORD520599,2024-12-08 10:39:00,Debit Card,Success,603.9
PAY720600,ORD520600,2024-12-08 13:39:00,Debit Card,Refunded,66.93
PAY720601,ORD520601,2024-12-08 12:28:00,PayPal,Success,98.57
PAY720602,ORD520602,2024-12-08 12:44:00,Credit Card,Success,180.63
PAY720603,ORD520603,2024-12-08 14:47:00,Credit Card,Success,240.9
PAY720604,ORD520604,2024-12-08 16:01:00,Credit Card,Success,122.59
PAY720605,ORD520605,2024-12-08 16:29:00,Credit Card,Success,297.03
PAY720606,ORD520606,2024-12-08 15:03:00,Debit Card,Success,220.62
PAY720607,ORD520607,2024-12-08 13:19:00,Unknown,Refunded,118.52
PAY720608,ORD520608,2024-12-08 15:15:00,Credit Card,Success,58.5
PAY720609,ORD520609,2024-12-08 15:27:00,Credit Card,Success,201.56
PAY720610,ORD520610,2024-12-08 15:39:00,Credit Card,Success,129.55
PAY720611,ORD520611,2024-12-08 19:16:00,Credit Card,Success,165.92
PAY720612,ORD520612,2024-12-08 19:38:00,PayPal,Failed,14.93
PAY720613,ORD520613,2024-12-08 16:48:00,PayPal,Success,218.97
PAY720614,ORD520614,2024-12-08 18:32:00,Debit Card,Success,218.48
PAY720615,ORD520615,2024-12-08 23:04:00,Credit Card,Success,23.69
PAY720616,ORD520616,2024-12-08 19:11:00,Credit Card,Success,258.96
PAY720617,ORD520617,2024-12-08 22:00:00,PayPal,Success,66.6
PAY720618,ORD520618,2024-12-08 23:01:00,Debit Card,Success,67.82
PAY720619,ORD520619,2024-12-09 00:39:00,Credit Card,Success,190.21
PAY720620,ORD520620,2024-12-08 19:42:00,Credit Card,Success,89.0
PAY720621,ORD520621,2024-12-08 20:21:00,Credit Card,Success,16.81
PAY720622,ORD520622,2024-12-09 01:36:00,Credit Card,Success,51.51
PAY720623,ORD520623,2024-12-08 22:25:00,Credit Card,Success,215.74
PAY720624,ORD520624,2024-12-09 01:45:00,Credit Card,Success,78.32
PAY720625,ORD520625,2024-12-08 22:28:00,PayPal,Success,149.74
PAY720626,ORD520626,2024-12-09 01:36:00,Credit Card,Success,166.35
PAY720627,ORD520627,2024-12-09 00:41:00,Credit Card,Success,174.41
PAY720628,ORD520628,2024-12-09 05:10:00,Credit Card,Success,170.81
PAY720629,ORD520629,2024-12-09 07:40:00,Credit Card,Failed,261.53
PAY720630,ORD520630,2024-12-09 07:42:00,PayPal,Success,52.91
PAY720631,ORD520631,2024-12-09 07:52:00,Credit Card,Success,37.61
PAY720632,ORD520632,2024-12-09 04:43:00,Credit Card,Success,98.18
PAY720633,ORD520633,2024-12-09 06:45:00,Credit Card,Success,727.93
PAY720634,ORD520634,2024-12-09 08:17:00,Debit Card,Success,82.06
PAY720635,ORD520635,2024-12-09 09:18:00,PayPal,Success,145.43
PAY720636,ORD520636,2024-12-09 08:40:00,Debit Card,Success,31.19
PAY720637,ORD520637,2024-12-09 04:47:00,Credit Card,Failed,161.37
PAY720638,ORD520638,2024-12-09 05:17:00,Credit Card,Success,0.0
PAY720639,ORD520639,2024-12-09 08:31:00,Debit Card,Failed,128.51
PAY720640,ORD520640,2024-12-09 08:06:00,Credit Card,Success,145.12
PAY720641,ORD520641,2024-12-09 09:17:00,Credit Card,Failed,260.34
PAY720642,ORD520642,2024-12-09 06:24:00,Buy Now Pay Later,Success,18.07
PAY720643,ORD520643,2024-12-09 08:33:00,Buy Now Pay Later,Success,168.23
PAY720644,ORD520644,2024-12-09 07:52:00,Credit Card,Failed,194.92
PAY720645,ORD520645,2024-12-09 12:34:00,Debit Card,Success,148.98
PAY720646,ORD520646,2024-12-09 09:48:00,Gift Card,Refunded,128.51
PAY720647,ORD520647,2024-12-09 13:20:00,Buy Now Pay Later,Success,100.05
PAY720648,ORD520648,2024-12-09 10:34:00,Credit Card,Success,321.4
PAY720649,ORD520649,2024-12-09 09:35:00,Buy Now Pay Later,Refunded,84.99
PAY720650,ORD520650,2024-12-09 08:51:00,Credit Card,Success,30.29
PAY720651,ORD520651,2024-12-09 11:53:00,Buy Now Pay Later,Success,64.2
PAY720652,ORD520652,2024-12-09 14:05:00,PayPal,Success,359.53
PAY720653,ORD520653,2024-12-09 11:35:00,Debit Card,Success,64.71
PAY720654,ORD520654,2024-12-09 13:48:00,Debit Card,Refunded,310.52
PAY720655,ORD520655,2024-12-09 16:51:00,PayPal,Success,116.0
PAY720656,ORD520656,2024-12-09 16:10:00,Credit Card,Success,257.5
PAY720657,ORD520657,2024-12-09 14:12:00,Credit Card,Success,15.96
PAY720658,ORD520658,2024-12-09 15:44:00,PayPal,Success,126.42
PAY720659,ORD520659,2024-12-09 17:25:00,Debit Card,Success,208.35
PAY720660,ORD520660,2024-12-09 18:08:00,Credit Card,Success,267.0
PAY720661,ORD520661,2024-12-09 20:16:00,Credit Card,Success,131.58
PAY720662,ORD520662,2024-12-09 18:50:00,PayPal,Success,313.29
PAY720663,ORD520663,2024-12-09 21:57:00,PayPal,Refunded,150.9
PAY720664,ORD520664,2024-12-09 17:18:00,Credit Card,Refunded,106.07
PAY720665,ORD520665,2024-12-09 22:59:00,Credit Card,Success,53.84
PAY720666,ORD520666,2024-12-09 18:03:00,Credit Card,Success,111.78
PAY720667,ORD520667,2024-12-09 18:36:00,Credit Card,Failed,107.01
PAY720668,ORD520668,2024-12-09 22:07:00,Credit Card,Failed,190.91
PAY720669,ORD520669,2024-12-09 23:30:00,PayPal,Success,94.83
PAY720670,ORD520670,2024-12-10 01:12:00,Debit Card,Failed,128.33
PAY720671,ORD520671,2024-12-10 03:39:00,Debit Card,Success,144.64
PAY720672,ORD520672,2024-12-09 23:48:00,PayPal,Success,191.19
PAY720673,ORD520673,2024-12-09 23:52:00,Credit Card,Failed,85.0
PAY720674,ORD520674,2024-12-10 02:58:00,Credit Card,Success,190.21
PAY720675,ORD520675,2024-12-10 01:19:00,PayPal,Success,317.01
PAY720676,ORD520676,2024-12-10 04:36:00,Debit Card,Success,69.22
PAY720677,ORD520677,2024-12-10 01:01:00,Debit Card,Failed,699.22
PAY720678,ORD520678,2024-12-10 02:05:00,Gift Card,Failed,54.82
PAY720679,ORD520679,2024-12-10 04:29:00,Credit Card,Success,64.46
PAY720680,ORD520680,2024-12-10 06:00:00,Credit Card,Success,259.01
PAY720681,ORD520681,2024-12-10 04:34:00,Credit Card,Success,15.33
PAY720682,ORD520682,2024-12-10 08:02:00,Credit Card,Refunded,374.47
PAY720683,ORD520683,2024-12-10 07:02:00,Debit Card,Refunded,156.16
PAY720684,ORD520684,2024-12-10 04:21:00,Buy Now Pay Later,Success,123.13
PAY720685,ORD520685,2024-12-10 08:25:00,Credit Card,Success,260.79
PAY720686,ORD520686,2024-12-10 06:29:00,Credit Card,Success,260.46
PAY720687,ORD520687,2024-12-10 04:31:00,PayPal,Success,56.65
PAY720688,ORD520688,2024-12-10 08:50:00,Debit Card,Success,391.44
PAY720689,ORD520689,2024-12-10 05:10:00,PayPal,Failed,188.82
PAY720690,ORD520690,2024-12-10 10:10:00,Buy Now Pay Later,Success,143.39
PAY720691,ORD520691,2024-12-10 07:20:00,PayPal,Success,75.84
PAY720692,ORD520692,2024-12-10 09:30:00,Credit Card,Success,88.95
PAY720693,ORD520693,2024-12-10 11:58:00,Debit Card,Success,54.56
PAY720694,ORD520694,2024-12-10 11:23:00,Debit Card,Success,173.0
PAY720695,ORD520695,2024-12-10 08:53:00,Unknown,Success,66.43
PAY720696,ORD520696,2024-12-10 10:39:00,Debit Card,Success,117.8
PAY720697,ORD520697,2024-12-10 13:15:00,Credit Card,Success,226.37
PAY720698,ORD520698,2024-12-10 11:42:00,Credit Card,Success,95.74
PAY720699,ORD520699,2024-12-10 16:01:00,Credit Card,Success,185.55
PAY720700,ORD520700,2024-12-10 16:30:00,Credit Card,Success,391.59
PAY720701,ORD520701,2024-12-10 14:31:00,PayPal,Success,309.89
PAY720702,ORD520702,2024-12-10 16:51:00,PayPal,Success,285.61
PAY720703,ORD520703,2024-12-10 13:56:00,Credit Card,Success,89.0
PAY720704,ORD520704,2024-12-10 12:59:00,Credit Card,Success,111.71
PAY720705,ORD520705,2024-12-10 13:43:00,Debit Card,Refunded,297.03
PAY720706,ORD520706,2024-12-10 13:56:00,Buy Now Pay Later,Success,149.74
PAY720707,ORD520707,2024-12-10 14:57:00,Credit Card,Success,51.05
PAY720708,ORD520708,2024-12-10 18:00:00,Credit Card,Success,164.09
PAY720709,ORD520709,2024-12-10 18:14:00,Debit Card,Success,188.73
PAY720710,ORD520710,2024-12-10 17:15:00,Credit Card,Success,649.0
PAY720711,ORD520711,2024-12-10 17:28:00,Credit Card,Success,127.54
PAY720712,ORD520712,2024-12-10 19:40:00,Debit Card,Success,72.45
PAY720713,ORD520713,2024-12-10 19:04:00,Buy Now Pay Later,Success,90.12
PAY720714,ORD520714,2024-12-10 21:11:00,Debit Card,Success,250.18
PAY720715,ORD520715,2024-12-10 21:23:00,Gift Card,Refunded,225.42
PAY720716,ORD520716,2024-12-10 22:47:00,Debit Card,Success,157.0
PAY720717,ORD520717,2024-12-10 22:23:00,Gift Card,Success,99.24
PAY720718,ORD520718,2024-12-10 19:37:00,Credit Card,Refunded,107.61
PAY720719,ORD520719,2024-12-10 20:57:00,Credit Card,Success,54.79
PAY720720,ORD520720,2024-12-10 22:57:00,Buy Now Pay Later,Success,59.57
PAY720721,ORD520721,2024-12-10 23:59:00,Credit Card,Success,78.67
PAY720722,ORD520722,2024-12-10 23:44:00,Buy Now Pay Later,Success,86.17
PAY720723,ORD520723,2024-12-11 01:46:00,PayPal,Refunded,132.2
PAY720724,ORD520724,2024-12-10 22:47:00,PayPal,Success,60.7
PAY720725,ORD520725,2024-12-11 01:07:00,Buy Now Pay Later,Success,223.56
PAY720726,ORD520726,2024-12-11 00:45:00,Credit Card,Success,76.01
PAY720727,ORD520727,2024-12-11 02:40:00,Credit Card,Success,79.47
PAY720728,ORD520728,2024-12-11 01:08:00,Debit Card,Refunded,124.18
PAY720729,ORD520729,2024-12-11 05:33:00,Credit Card,Success,39.15
PAY720730,ORD520730,2024-12-11 04:37:00,Debit Card,Success,51.25
PAY720731,ORD520731,2024-12-11 07:31:00,Credit Card,Success,159.94
PAY720732,ORD520732,2024-12-11 04:36:00,Credit Card,Success,40.9
PAY720733,ORD520733,2024-12-11 08:37:00,PayPal,Failed,364.59
PAY720734,ORD520734,2024-12-11 06:04:00,Buy Now Pay Later,Success,331.57
PAY720735,ORD520735,2024-12-11 05:14:00,Credit Card,Refunded,57.1
PAY720736,ORD520736,2024-12-11 07:21:00,Credit Card,Success,20.73
PAY720737,ORD520737,2024-12-11 08:30:00,Credit Card,Success,127.33
PAY720738,ORD520738,2024-12-11 08:41:00,Debit Card,Success,77.67
PAY720739,ORD520739,2024-12-11 07:44:00,Credit Card,Success,161.5
PAY720740,ORD520740,2024-12-11 08:58:00,Debit Card,Success,143.62
PAY720741,ORD520741,2024-12-11 11:39:00,Credit Card,Failed,98.73
PAY720742,ORD520742,2024-12-11 11:04:00,Debit Card,Refunded,139.44
PAY720743,ORD520743,2024-12-11 10:08:00,Buy Now Pay Later,Success,59.98
PAY720744,ORD520744,2024-12-11 14:21:00,Buy Now Pay Later,Success,167.37
PAY720745,ORD520745,2024-12-11 09:54:00,PayPal,Success,163.54
PAY720746,ORD520746,2024-12-11 10:08:00,Credit Card,Refunded,41.58
PAY720747,ORD520747,2024-12-11 13:25:00,PayPal,Success,73.53
PAY720748,ORD520748,2024-12-11 14:28:00,Credit Card,Success,141.76
PAY720749,ORD520749,2024-12-11 15:32:00,Credit Card,Success,353.85
PAY720750,ORD520750,2024-12-11 11:33:00,Credit Card,Refunded,46.43
PAY720751,ORD520751,2024-12-11 12:58:00,PayPal,Refunded,270.46
PAY720752,ORD520752,2024-12-11 16:29:00,Credit Card,Success,167.8
PAY720753,ORD520753,2024-12-11 15:49:00,Gift Card,Failed,395.43
PAY720754,ORD520754,2024-12-11 13:58:00,Debit Card,Success,63.59
PAY720755,ORD520755,2024-12-11 13:00:00,Credit Card,Success,49.9
PAY720756,ORD520756,2024-12-11 18:33:00,Credit Card,Success,38.48
PAY720757,ORD520757,2024-12-11 15:38:00,Credit Card,Success,350.21
PAY720758,ORD520758,2024-12-11 14:47:00,Buy Now Pay Later,Success,121.89
PAY720759,ORD520759,2024-12-11 20:34:00,Credit Card,Success,108.04
PAY720760,ORD520760,2024-12-11 19:34:00,Debit Card,Success,74.23
PAY720761,ORD520761,2024-12-11 16:50:00,Credit Card,Success,39.87
PAY720762,ORD520762,2024-12-11 17:11:00,Credit Card,Success,30.55
PAY720763,ORD520763,2024-12-11 19:29:00,Credit Card,Success,147.68
PAY720764,ORD520764,2024-12-11 21:35:00,Credit Card,Success,322.36
PAY720765,ORD520765,2024-12-11 18:51:00,Buy Now Pay Later,Success,240.68
PAY720766,ORD520766,2024-12-12 00:28:00,PayPal,Success,24.83
PAY720767,ORD520767,2024-12-11 22:01:00,Gift Card,Success,59.98
PAY720768,ORD520768,2024-12-12 02:22:00,Credit Card,Success,249.53
PAY720769,ORD520769,2024-12-12 03:09:00,PayPal,Success,273.87
PAY720770,ORD520770,2024-12-12 01:13:00,Credit Card,Success,167.44
PAY720771,ORD520771,2024-12-12 03:57:00,Credit Card,Success,47.94
PAY720772,ORD520772,2024-12-12 01:11:00,Credit Card,Success,255.0
PAY720773,ORD520773,2024-12-12 04:31:00,Credit Card,Success,254.77
PAY720774,ORD520774,2024-12-12 00:13:00,Debit Card,Success,133.4
PAY720775,ORD520775,2024-12-12 05:15:00,PayPal,Success,66.84
PAY720776,ORD520776,2024-12-12 05:01:00,PayPal,Success,138.72
PAY720777,ORD520777,2024-12-12 03:39:00,PayPal,Refunded,373.41
PAY720778,ORD520778,2024-12-12 04:50:00,Credit Card,Success,274.1
PAY720779,ORD520779,2024-12-12 07:17:00,Credit Card,Success,122.04
PAY720780,ORD520780,2024-12-12 07:01:00,Debit Card,Success,159.16
PAY720781,ORD520781,2024-12-12 03:26:00,Credit Card,Success,34.6
PAY720782,ORD520782,2024-12-12 05:55:00,PayPal,Success,89.0
PAY720783,ORD520783,2024-12-12 06:58:00,PayPal,Success,330.16
PAY720784,ORD520784,2024-12-12 04:10:00,Debit Card,Success,252.09
PAY720785,ORD520785,2024-12-12 07:20:00,PayPal,Success,103.82
PAY720786,ORD520786,2024-12-12 06:01:00,Credit Card,Success,135.3
PAY720787,ORD520787,2024-12-12 05:44:00,Credit Card,Success,200.73
PAY720788,ORD520788,2024-12-12 07:59:00,Credit Card,Refunded,214.28
PAY720789,ORD520789,2024-12-12 08:36:00,Credit Card,Success,414.09
PAY720790,ORD520790,2024-12-12 10:39:00,Credit Card,Success,40.38
PAY720791,ORD520791,2024-12-12 10:41:00,Credit Card,Success,195.13
PAY720792,ORD520792,2024-12-12 11:58:00,Debit Card,Success,88.95
PAY720793,ORD520793,2024-12-12 11:03:00,Credit Card,Success,60.21
PAY720794,ORD520794,2024-12-12 10:10:00,Credit Card,Success,44.13
PAY720795,ORD520795,2024-12-12 12:30:00,Buy Now Pay Later,Failed,124.73
PAY720796,ORD520796,2024-12-12 08:49:00,Credit Card,Success,153.17
PAY720797,ORD520797,2024-12-12 08:13:00,Gift Card,Refunded,482.78
PAY720798,ORD520798,2024-12-12 13:01:00,Buy Now Pay Later,Success,44.01
PAY720799,ORD520799,2024-12-12 09:19:00,Credit Card,Failed,153.98
PAY720800,ORD520800,2024-12-12 10:24:00,PayPal,Success,21.21
