return_id,order_id,product_id,return_date,return_reason,returned_quantity,refund_amount
RET900730,ORD510466,PROD1058,2024-01-17,Defective/Damaged,1,61.33
RET900731,ORD510480,PROD1165,2024-01-14,Size/Fit Issue,1,49.58
RET900732,ORD510488,PROD1080,2024-01-11,Size/Fit Issue,1,84.99
RET900733,ORD510512,PROD1193,2023-12-30,Better Price Found,1,119.7
RET900734,ORD510534,PROD1107,2024-01-02,Changed Mind,1,132.2
RET900735,ORD510552,PROD1128,2023-12-30,Size/Fit Issue,1,211.71
RET900736,ORD510558,PROD1107,2023-12-28,Size/Fit Issue,1,132.2
RET900737,ORD510558,PROD1213,2024-01-04,Wrong Item Shipped,1,130.86
RET900738,ORD510570,PROD1207,2024-01-10,Not as Described,1,31.62
RET900739,ORD510591,PROD1207,2024-01-08,Size/Fit Issue,1,31.62
RET900740,ORD510601,PROD1001,2024-01-02,No Longer Needed,1,89.0
RET900741,ORD510615,PROD1258,2024-01-16,No Longer Needed,1,128.51
RET900742,ORD510624,PROD1090,2024-01-15,Not as Described,1,149.74
RET900743,ORD510635,PROD1254,2024-01-19,Defective/Damaged,1,73.92
RET900744,ORD510646,PROD1137,2024-01-23,Not as Described,1,111.78
RET900745,ORD510650,PROD1184,2024-01-25,Better Price Found,1,13.5
RET900746,ORD510655,PROD1205,2024-01-01,Better Price Found,1,138.63
RET900747,ORD510664,PROD1016,2024-01-08,No Longer Needed,1,12.46
RET900748,ORD510747,PROD1012,2024-01-29,Not as Described,1,214.85
RET900749,ORD510755,PROD1258,2024-01-12,No Longer Needed,1,128.51
RET900750,ORD510758,PROD1001,2024-02-01,Better Price Found,1,89.0
RET900751,ORD510769,PROD1014,2024-01-20,Changed Mind,1,46.51
RET900752,ORD510782,PROD1031,2024-01-07,Changed Mind,1,61.68
RET900753,ORD510790,PROD1109,2024-01-16,Wrong Item Shipped,1,254.91
RET900754,ORD510794,PROD1031,2024-02-01,Size/Fit Issue,1,61.68
RET900755,ORD510837,PROD1135,2024-01-14,Size/Fit Issue,1,109.82
RET900756,ORD510838,PROD1033,2024-01-25,Size/Fit Issue,1,185.77
RET900757,ORD510843,PROD1189,2024-01-15,Wrong Item Shipped,1,129.55
RET900758,ORD510857,PROD1165,2024-01-18,Better Price Found,1,57.07
RET900759,ORD510901,PROD1147,2024-02-04,Wrong Item Shipped,1,56.65
RET900760,ORD510920,PROD1001,2024-02-08,Size/Fit Issue,1,77.16
RET900761,ORD510925,PROD1169,2024-02-10,No Longer Needed,1,285.61
RET900762,ORD510928,PROD1031,2024-01-31,Size/Fit Issue,1,61.68
RET900763,ORD510964,PROD1232,2024-02-03,Changed Mind,1,34.28
RET900764,ORD510989,PROD1107,2024-01-21,Wrong Item Shipped,1,132.2
RET900765,ORD510991,PROD1001,2024-01-19,Defective/Damaged,1,89.0
RET900766,ORD511017,PROD1078,2024-02-11,Size/Fit Issue,1,122.53
RET900767,ORD511056,PROD1128,2024-01-26,Wrong Item Shipped,1,211.71
RET900768,ORD511059,PROD1169,2024-01-23,Wrong Item Shipped,1,285.61
RET900769,ORD511072,PROD1150,2024-02-01,Not as Described,1,194.91
RET900770,ORD511079,PROD1001,2024-01-31,Changed Mind,1,89.0
RET900771,ORD511098,PROD1207,2024-02-09,No Longer Needed,1,31.62
RET900772,ORD511120,PROD1031,2024-02-08,Changed Mind,1,61.68
RET900773,ORD511120,PROD1090,2024-01-28,No Longer Needed,1,149.74
RET900774,ORD511143,PROD1147,2024-01-29,Changed Mind,1,56.65
RET900775,ORD511165,PROD1113,2024-01-24,Wrong Item Shipped,1,59.98
RET900776,ORD511171,PROD1210,2024-02-06,Better Price Found,1,88.45
RET900777,ORD511175,PROD1019,2024-02-10,Better Price Found,1,132.53
RET900778,ORD511208,PROD1001,2024-02-20,Wrong Item Shipped,1,89.0
RET900779,ORD511219,PROD1090,2024-02-19,Better Price Found,1,149.74
RET900780,ORD511231,PROD1220,2024-02-20,Changed Mind,1,50.95
RET900781,ORD511247,PROD1107,2024-02-03,Changed Mind,1,132.2
RET900782,ORD511292,PROD1136,2024-02-07,Not as Described,1,28.54
RET900783,ORD511299,PROD1147,2024-01-28,Not as Described,1,56.65
RET900784,ORD511315,PROD1232,2024-02-15,Not as Described,2,68.56
RET900785,ORD511347,PROD1087,2024-02-17,No Longer Needed,2,301.98
RET900786,ORD511352,PROD1031,2024-02-01,Wrong Item Shipped,1,61.68
RET900787,ORD511363,PROD1107,2024-02-19,Wrong Item Shipped,1,132.2
RET900788,ORD511374,PROD1130,2024-02-25,No Longer Needed,1,78.08
RET900789,ORD511381,PROD1108,2024-02-10,Wrong Item Shipped,1,39.5
RET900790,ORD511397,PROD1136,2024-02-13,Not Specified,1,23.77
RET900791,ORD511404,PROD1136,2024-02-10,Not as Described,1,28.54
RET900792,ORD511434,PROD1068,2024-02-20,Size/Fit Issue,1,72.86
RET900793,ORD511464,PROD1090,2024-02-29,No Longer Needed,1,149.74
RET900794,ORD511488,PROD1090,2024-02-18,Changed Mind,2,299.48
RET900795,ORD511494,PROD1065,2024-02-04,Better Price Found,1,66.51
RET900796,ORD511515,PROD1090,2024-02-07,Better Price Found,1,149.74
RET900797,ORD511521,PROD1003,2024-02-13,Better Price Found,1,88.29
RET900798,ORD511530,PROD1179,2024-02-18,Changed Mind,1,185.55
RET900799,ORD511531,PROD1057,2024-02-08,Changed Mind,1,47.42
RET900800,ORD511556,PROD1249,2024-02-12,Defective/Damaged,1,79.75
RET900801,ORD511598,PROD1235,2024-02-06,Wrong Item Shipped,1,56.93
RET900802,ORD511599,PROD1207,2024-02-17,Better Price Found,1,26.34
RET900803,ORD511603,PROD1234,2024-02-14,Size/Fit Issue,1,273.87
RET900804,ORD511650,PROD1094,2024-02-22,Changed Mind,1,19.08
RET900805,ORD511686,PROD1207,2024-02-24,No Longer Needed,1,31.62
RET900806,ORD511689,PROD1214,2024-02-25,Defective/Damaged,1,118.71
RET900807,ORD511704,PROD1242,2024-02-27,Not as Described,2,333.8
RET900808,ORD511721,PROD1075,2024-03-01,Defective/Damaged,1,60.21
RET900809,ORD511732,PROD1080,2024-02-12,Wrong Item Shipped,1,65.53
RET900810,ORD511749,PROD1091,2024-02-12,Better Price Found,1,208.22
RET900811,ORD511750,PROD1224,2024-02-20,Not as Described,1,246.28
RET900812,ORD511757,PROD1204,2024-02-18,No Longer Needed,1,54.71
RET900813,ORD511785,PROD1126,2024-02-20,Not as Described,1,212.95
RET900814,ORD511801,PROD1001,2024-03-04,Defective/Damaged,2,178.0
RET900815,ORD511810,PROD1165,2024-02-14,Wrong Item Shipped,1,66.91
RET900816,ORD511814,PROD1247,2024-03-09,Changed Mind,1,250.47
RET900817,ORD511822,PROD1082,2024-03-03,Wrong Item Shipped,1,206.84
RET900818,ORD511840,PROD1018,2024-02-27,Wrong Item Shipped,1,214.58
RET900819,ORD511859,PROD1218,2024-02-25,No Longer Needed,1,89.62
RET900820,ORD511875,PROD1001,2024-02-26,Defective/Damaged,1,89.0
RET900821,ORD511877,PROD1001,2024-03-08,Better Price Found,1,81.97
RET900822,ORD511901,PROD1072,2024-03-14,No Longer Needed,1,37.9
RET900823,ORD511926,PROD1165,2024-02-26,Changed Mind,1,66.91
RET900824,ORD511938,PROD1107,2024-02-20,Not as Described,1,132.2
RET900825,ORD511940,PROD1127,2024-02-29,No Longer Needed,1,60.63
RET900826,ORD511983,PROD1028,2024-03-17,Size/Fit Issue,1,112.26
RET900827,ORD511989,PROD1186,2024-02-21,Wrong Item Shipped,1,65.56
RET900828,ORD512010,PROD1044,2024-02-21,No Longer Needed,2,281.74
RET900829,ORD512013,PROD1107,2024-03-01,Size/Fit Issue,1,132.2
RET900830,ORD512019,PROD1205,2024-02-23,Changed Mind,1,138.63
RET900831,ORD512031,PROD1067,2024-03-10,No Longer Needed,1,71.76
RET900832,ORD512035,PROD1107,2024-03-15,Wrong Item Shipped,1,132.2
RET900833,ORD512037,PROD1090,2024-02-27,Not as Described,1,149.74
RET900834,ORD512050,PROD1167,2024-03-12,Changed Mind,1,12.46
RET900835,ORD512065,PROD1107,2024-02-29,Not as Described,1,132.2
RET900836,ORD512108,PROD1135,2024-03-01,Not as Described,1,109.82
RET900837,ORD512134,PROD1012,2024-03-09,No Longer Needed,1,164.58
RET900838,ORD512137,PROD1194,2024-02-25,Better Price Found,1,157.0
RET900839,ORD512153,PROD1258,2024-03-19,Size/Fit Issue,1,128.51
RET900840,ORD512181,PROD1003,2024-03-14,Wrong Item Shipped,1,69.04
RET900841,ORD512195,PROD1059,2024-03-13,Changed Mind,1,38.65
RET900842,ORD512197,PROD1234,2024-02-28,Size/Fit Issue,1,273.87
RET900843,ORD512198,PROD1226,2024-03-23,Not as Described,1,35.15
RET900844,ORD512254,PROD1034,2024-03-10,Better Price Found,1,46.68
RET900845,ORD512255,PROD1185,2024-03-22,Better Price Found,1,120.57
RET900846,ORD512263,PROD1165,2024-03-18,Defective/Damaged,1,57.01
RET900847,ORD512290,PROD1227,2024-03-27,Not as Described,1,163.54
RET900848,ORD512315,PROD1073,2024-03-06,Size/Fit Issue,1,13.14
RET900849,ORD512320,PROD1001,2024-03-20,Defective/Damaged,1,89.0
RET900850,ORD512344,PROD1133,2024-03-07,Better Price Found,1,142.42
RET900851,ORD512349,PROD1187,2024-03-11,Better Price Found,1,218.02
RET900852,ORD512383,PROD1147,2024-04-01,Not as Described,3,169.95
RET900853,ORD512414,PROD1224,2024-03-08,Defective/Damaged,1,256.54
RET900854,ORD512424,PROD1079,2024-03-09,Wrong Item Shipped,1,158.95
RET900855,ORD512445,PROD1211,2024-03-22,Size/Fit Issue,2,117.8
RET900856,ORD512498,PROD1170,2024-03-25,Size/Fit Issue,1,143.39
RET900857,ORD512529,PROD1251,2024-03-27,No Longer Needed,1,47.09
RET900858,ORD512547,PROD1075,2024-03-12,Wrong Item Shipped,1,60.21
RET900859,ORD512566,PROD1127,2024-03-28,No Longer Needed,1,60.63
RET900860,ORD512581,PROD1054,2024-03-25,Not as Described,1,11.68
RET900861,ORD512614,PROD1071,2024-04-03,Better Price Found,1,166.35
RET900862,ORD512628,PROD1160,2024-04-10,Changed Mind,1,64.71
RET900863,ORD512641,PROD1158,2024-03-25,No Longer Needed,1,44.11
RET900864,ORD512642,PROD1012,2024-03-31,Wrong Item Shipped,1,183.27
RET900865,ORD512663,PROD1165,2024-03-30,Changed Mind,1,50.45
RET900866,ORD512676,PROD1165,2024-03-31,Not as Described,1,66.91
RET900867,ORD512685,PROD1194,2024-04-04,Changed Mind,1,129.84
RET900868,ORD512693,PROD1001,2024-04-02,No Longer Needed,1,81.17
RET900869,ORD512726,PROD1165,2024-03-22,Size/Fit Issue,1,55.8
RET900870,ORD512732,PROD1126,2024-04-10,Size/Fit Issue,1,194.85
RET900871,ORD512740,PROD1111,2024-03-26,Defective/Damaged,1,166.7
RET900872,ORD512746,PROD1246,2024-03-24,Changed Mind,1,127.54
RET900873,ORD512756,PROD1044,2024-03-31,Not as Described,1,140.87
RET900874,ORD512774,PROD1169,2024-03-25,No Longer Needed,1,285.61
RET900875,ORD512778,PROD1001,2024-04-01,Wrong Item Shipped,1,89.0
RET900876,ORD512794,PROD1144,2024-04-01,Changed Mind,1,201.6
RET900877,ORD512796,PROD1188,2024-04-13,Size/Fit Issue,1,45.64
RET900878,ORD512808,PROD1126,2024-04-01,Wrong Item Shipped,1,212.95
RET900879,ORD512823,PROD1189,2024-04-02,Wrong Item Shipped,1,129.55
RET900880,ORD512833,PROD1127,2024-04-12,No Longer Needed,1,60.63
RET900881,ORD512839,PROD1126,2024-04-15,Not as Described,1,212.95
RET900882,ORD512849,PROD1230,2024-03-23,Not as Described,1,138.35
RET900883,ORD512853,PROD1099,2024-04-09,Defective/Damaged,1,83.99
RET900884,ORD512884,PROD1059,2024-03-22,Changed Mind,1,38.65
RET900885,ORD512888,PROD1240,2024-04-11,Changed Mind,2,58.6
RET900886,ORD512919,PROD1228,2024-04-12,No Longer Needed,1,90.4
RET900887,ORD512946,PROD1033,2024-04-12,Wrong Item Shipped,1,185.77
RET900888,ORD512951,PROD1001,2024-03-30,Wrong Item Shipped,1,70.22
RET900889,ORD512978,PROD1122,2024-04-10,No Longer Needed,2,58.63
RET900890,ORD512989,PROD1234,2024-04-13,Wrong Item Shipped,2,547.74
RET900891,ORD512990,PROD1001,2024-04-16,Size/Fit Issue,1,89.0
RET900892,ORD513014,PROD1001,2024-04-16,Better Price Found,1,68.62
RET900893,ORD513027,PROD1219,2024-04-05,Better Price Found,1,61.46
RET900894,ORD513028,PROD1044,2024-04-17,Better Price Found,1,129.74
RET900895,ORD513061,PROD1001,2024-04-24,Better Price Found,1,75.12
RET900896,ORD513068,PROD1080,2024-04-16,Changed Mind,1,84.99
RET900897,ORD513082,PROD1154,2024-04-22,No Longer Needed,1,144.94
RET900898,ORD513091,PROD1208,2024-04-12,No Longer Needed,1,49.51
RET900899,ORD513106,PROD1031,2024-04-02,Not Specified,1,61.68
RET900900,ORD513107,PROD1228,2024-04-16,Not as Described,1,104.8
RET900901,ORD513110,PROD1152,2024-04-04,Wrong Item Shipped,1,86.17
RET900902,ORD513121,PROD1147,2024-04-15,Better Price Found,1,56.65
RET900903,ORD513129,PROD1147,2024-04-02,Changed Mind,1,56.65
RET900904,ORD513133,PROD1068,2024-04-04,Not as Described,1,72.86
RET900905,ORD513187,PROD1094,2024-04-15,No Longer Needed,1,19.08
RET900906,ORD513189,PROD1009,2024-04-11,No Longer Needed,1,121.39
RET900907,ORD513219,PROD1195,2024-04-04,Not as Described,1,41.23
RET900908,ORD513280,PROD1020,2024-04-20,Defective/Damaged,1,70.97
RET900909,ORD513295,PROD1122,2024-04-06,Size/Fit Issue,1,35.66
RET900910,ORD513313,PROD1196,2024-05-03,Not as Described,1,16.21
RET900911,ORD513328,PROD1107,2024-05-04,Defective/Damaged,1,116.2
RET900912,ORD513346,PROD1211,2024-05-06,Better Price Found,1,57.49
RET900913,ORD513368,PROD1107,2024-04-18,Not as Described,1,110.78
RET900914,ORD513409,PROD1103,2024-04-17,Wrong Item Shipped,1,168.41
RET900915,ORD513411,PROD1207,2024-04-18,Not as Described,2,56.85
RET900916,ORD513418,PROD1205,2024-04-25,No Longer Needed,1,138.63
RET900917,ORD513424,PROD1224,2024-05-03,Wrong Item Shipped,1,256.54
RET900918,ORD513429,PROD1020,2024-04-24,Size/Fit Issue,1,70.97
RET900919,ORD513440,PROD1020,2024-04-27,Defective/Damaged,1,70.97
RET900920,ORD513455,PROD1107,2024-04-23,Wrong Item Shipped,1,132.2
RET900921,ORD513531,PROD1044,2024-05-05,Changed Mind,1,140.87
RET900922,ORD513564,PROD1051,2024-04-22,Better Price Found,1,111.06
RET900923,ORD513585,PROD1107,2024-05-12,Size/Fit Issue,1,132.2
RET900924,ORD513616,PROD1129,2024-05-17,Better Price Found,1,147.96
RET900925,ORD513633,PROD1237,2024-05-16,Defective/Damaged,1,190.21
RET900926,ORD513644,PROD1065,2024-05-09,Defective/Damaged,1,66.51
RET900927,ORD513673,PROD1103,2024-05-05,No Longer Needed,1,168.41
RET900928,ORD513705,PROD1191,2024-05-15,No Longer Needed,1,42.59
RET900929,ORD513713,PROD1218,2024-05-18,Size/Fit Issue,1,66.5
RET900930,ORD513725,PROD1050,2024-04-24,Defective/Damaged,2,318.96
RET900931,ORD513729,PROD1076,2024-04-30,Better Price Found,1,166.97
RET900932,ORD513735,PROD1090,2024-05-07,Wrong Item Shipped,1,149.74
RET900933,ORD513746,PROD1059,2024-04-26,Defective/Damaged,1,34.75
RET900934,ORD513762,PROD1219,2024-05-14,Better Price Found,1,62.42
RET900935,ORD513796,PROD1115,2024-05-14,Better Price Found,1,126.42
RET900936,ORD513802,PROD1015,2024-05-09,Size/Fit Issue,1,118.79
RET900937,ORD513809,PROD1107,2024-05-22,Better Price Found,2,264.4
RET900938,ORD513817,PROD1207,2024-05-10,Defective/Damaged,1,31.62
RET900939,ORD513825,PROD1160,2024-05-16,Defective/Damaged,1,64.71
RET900940,ORD513840,PROD1037,2024-05-07,Size/Fit Issue,1,121.73
RET900941,ORD513843,PROD1107,2024-05-05,Changed Mind,1,117.66
RET900942,ORD513844,PROD1055,2024-05-15,Wrong Item Shipped,1,71.81
RET900943,ORD513862,PROD1020,2024-05-21,Changed Mind,1,70.97
RET900944,ORD513869,PROD1001,2024-05-11,Better Price Found,1,89.0
RET900945,ORD513896,PROD1098,2024-04-30,Defective/Damaged,1,36.0
RET900946,ORD513899,PROD1090,2024-05-27,Defective/Damaged,1,149.74
RET900947,ORD513904,PROD1170,2024-05-16,Better Price Found,1,143.39
RET900948,ORD513917,PROD1012,2024-05-01,Wrong Item Shipped,1,214.85
RET900949,ORD513924,PROD1192,2024-05-13,Not as Described,3,57.68
RET900950,ORD513970,PROD1207,2024-05-14,Changed Mind,1,26.81
RET900951,ORD513972,PROD1107,2024-05-17,Changed Mind,1,132.2
RET900952,ORD514016,PROD1054,2024-05-05,Defective/Damaged,1,11.68
RET900953,ORD514037,PROD1075,2024-05-23,No Longer Needed,1,60.21
RET900954,ORD514039,PROD1165,2024-05-06,Size/Fit Issue,1,66.91
RET900955,ORD514064,PROD1001,2024-05-14,No Longer Needed,1,74.85
RET900956,ORD514070,PROD1043,2024-05-31,Wrong Item Shipped,1,20.32
RET900957,ORD514081,PROD1152,2024-05-24,Wrong Item Shipped,1,86.17
RET900958,ORD514088,PROD1079,2024-05-21,Not as Described,1,207.51
RET900959,ORD514122,PROD1253,2024-05-16,Not as Described,1,36.39
RET900960,ORD514124,PROD1255,2024-05-13,Size/Fit Issue,1,130.19
RET900961,ORD514128,PROD1147,2024-06-04,Size/Fit Issue,1,56.65
RET900962,ORD514154,PROD1003,2024-05-21,Defective/Damaged,1,88.29
RET900963,ORD514157,PROD1165,2024-05-19,Better Price Found,1,66.91
RET900964,ORD514164,PROD1001,2024-06-03,Defective/Damaged,1,89.0
RET900965,ORD514181,PROD1136,2024-06-02,Better Price Found,1,28.54
RET900966,ORD514214,PROD1015,2024-05-29,Defective/Damaged,1,118.79
RET900967,ORD514215,PROD1126,2024-05-29,Size/Fit Issue,1,212.95
RET900968,ORD514217,PROD1015,2024-05-26,Size/Fit Issue,1,96.46
RET900969,ORD514219,PROD1012,2024-05-24,Changed Mind,1,214.85
RET900970,ORD514222,PROD1004,2024-05-31,Defective/Damaged,1,58.14
RET900971,ORD514224,PROD1018,2024-05-20,Not as Described,1,286.49
RET900972,ORD514234,PROD1001,2024-06-07,Wrong Item Shipped,1,89.0
RET900973,ORD514254,PROD1237,2024-05-28,Changed Mind,1,190.21
RET900974,ORD514258,PROD1025,2024-05-14,Defective/Damaged,1,228.16
RET900975,ORD514259,PROD1165,2024-05-24,Not as Described,1,55.07
RET900976,ORD514283,PROD1184,2024-06-08,Changed Mind,1,16.83
RET900977,ORD514284,PROD1256,2024-05-22,Wrong Item Shipped,1,158.14
RET900978,ORD514285,PROD1090,2024-06-04,Better Price Found,1,147.94
RET900979,ORD514328,PROD1001,2024-06-10,No Longer Needed,1,89.0
RET900980,ORD514348,PROD1147,2024-05-22,Wrong Item Shipped,1,56.65
RET900981,ORD514357,PROD1004,2024-06-01,Wrong Item Shipped,1,52.5
RET900982,ORD514365,PROD1111,2024-05-30,No Longer Needed,1,212.9
RET900983,ORD514374,PROD1174,2024-06-10,Changed Mind,1,28.39
RET900984,ORD514382,PROD1147,2024-05-27,Better Price Found,1,56.65
RET900985,ORD514408,PROD1213,2024-05-19,Better Price Found,1,111.1
RET900986,ORD514409,PROD1205,2024-05-23,No Longer Needed,1,138.63
RET900987,ORD514412,PROD1174,2024-05-28,Better Price Found,1,28.39
RET900988,ORD514427,PROD1001,2024-05-28,Better Price Found,1,78.05
RET900989,ORD514443,PROD1234,2024-05-27,Defective/Damaged,1,273.87
RET900990,ORD514460,PROD1107,2024-06-01,No Longer Needed,1,118.45
RET900991,ORD514464,PROD1150,2024-06-06,Better Price Found,1,194.91
RET900992,ORD514480,PROD1128,2024-06-08,No Longer Needed,1,211.71
RET900993,ORD514484,PROD1012,2024-06-17,Changed Mind,1,214.85
RET900994,ORD514485,PROD1003,2024-06-05,Defective/Damaged,1,86.7
RET900995,ORD514490,PROD1136,2024-06-16,No Longer Needed,2,40.0
RET900996,ORD514491,PROD1011,2024-06-16,Size/Fit Issue,1,213.7
RET900997,ORD514512,PROD1207,2024-06-14,Changed Mind,1,31.62
RET900998,ORD514587,PROD1090,2024-06-18,Wrong Item Shipped,1,149.74
RET900999,ORD514599,PROD1135,2024-06-21,Defective/Damaged,1,109.82
RET901000,ORD514610,PROD1001,2024-06-08,Better Price Found,1,89.0
RET901001,ORD514612,PROD1216,2024-05-26,Changed Mind,1,260.5
RET901002,ORD514650,PROD1258,2024-06-09,No Longer Needed,1,128.51
RET901003,ORD514653,PROD1020,2024-06-03,Defective/Damaged,1,65.36
RET901004,ORD514664,PROD1094,2024-06-13,Better Price Found,1,19.08
RET901005,ORD514686,PROD1218,2024-06-02,No Longer Needed,1,81.73
RET901006,ORD514689,PROD1239,2024-06-06,Better Price Found,1,29.99
RET901007,ORD514705,PROD1135,2024-06-25,Better Price Found,2,183.62
RET901008,ORD514716,PROD1258,2024-06-15,Not as Described,1,128.51
RET901009,ORD514731,PROD1147,2024-06-16,Better Price Found,1,53.76
RET901010,ORD514737,PROD1107,2024-06-25,No Longer Needed,1,132.2
RET901011,ORD514743,PROD1160,2024-05-30,Better Price Found,1,64.71
RET901012,ORD514745,PROD1179,2024-06-06,Wrong Item Shipped,1,185.55
RET901013,ORD514774,PROD1027,2024-06-24,Not as Described,1,118.88
RET901014,ORD514800,PROD1058,2024-06-06,Changed Mind,1,61.33
RET901015,ORD514840,PROD1094,2024-06-17,Not as Described,1,19.08
RET901016,ORD514848,PROD1234,2024-06-04,Size/Fit Issue,1,273.87
RET901017,ORD514853,PROD1059,2024-06-27,Size/Fit Issue,1,38.11
RET901018,ORD514863,PROD1079,2024-06-09,Wrong Item Shipped,1,207.51
RET901019,ORD514867,PROD1239,2024-06-06,Wrong Item Shipped,1,29.99
RET901020,ORD514869,PROD1207,2024-06-30,Changed Mind,2,63.24
RET901021,ORD514896,PROD1001,2024-06-28,No Longer Needed,1,74.4
RET901022,ORD514901,PROD1050,2024-06-06,Size/Fit Issue,1,122.48
RET901023,ORD514918,PROD1001,2024-06-18,Better Price Found,2,178.0
RET901024,ORD514952,PROD1215,2024-07-05,Size/Fit Issue,1,71.79
RET901025,ORD514957,PROD1249,2024-06-09,Wrong Item Shipped,1,79.75
RET901026,ORD514965,PROD1165,2024-06-22,Better Price Found,1,66.91
RET901027,ORD514967,PROD1159,2024-06-10,Wrong Item Shipped,2,25.04
RET901028,ORD514969,PROD1027,2024-06-13,Better Price Found,1,149.16
RET901029,ORD514977,PROD1046,2024-06-11,Size/Fit Issue,1,100.8
RET901030,ORD515015,PROD1012,2024-06-27,Better Price Found,1,214.85
RET901031,ORD515023,PROD1012,2024-06-25,Not as Described,1,214.85
RET901032,ORD515045,PROD1010,2024-07-08,Not as Described,2,35.87
RET901033,ORD515050,PROD1190,2024-07-08,Better Price Found,1,157.61
RET901034,ORD515076,PROD1115,2024-07-02,No Longer Needed,1,126.42
RET901035,ORD515093,PROD1259,2024-07-05,Defective/Damaged,1,77.67
RET901036,ORD515106,PROD1189,2024-07-10,Better Price Found,1,122.55
RET901037,ORD515107,PROD1035,2024-06-30,Size/Fit Issue,1,51.36
RET901038,ORD515123,PROD1145,2024-07-02,Defective/Damaged,1,41.94
RET901039,ORD515150,PROD1050,2024-07-06,Better Price Found,1,159.48
RET901040,ORD515156,PROD1207,2024-07-12,Defective/Damaged,1,31.62
RET901041,ORD515166,PROD1168,2024-06-17,Defective/Damaged,1,192.13
RET901042,ORD515186,PROD1044,2024-06-21,Not Specified,1,140.87
RET901043,ORD515197,PROD1008,2024-06-24,Size/Fit Issue,1,129.77
RET901044,ORD515209,PROD1016,2024-07-04,Not as Described,1,14.95
RET901045,ORD515229,PROD1108,2024-07-05,Changed Mind,1,39.5
RET901046,ORD515234,PROD1243,2024-07-17,No Longer Needed,1,235.5
RET901047,ORD515237,PROD1185,2024-06-21,No Longer Needed,1,120.57
RET901048,ORD515252,PROD1180,2024-07-01,No Longer Needed,1,183.8
RET901049,ORD515306,PROD1012,2024-07-09,Defective/Damaged,1,214.85
RET901050,ORD515307,PROD1107,2024-07-14,Not as Described,1,131.01
RET901051,ORD515339,PROD1039,2024-07-11,No Longer Needed,1,138.43
RET901052,ORD515340,PROD1059,2024-07-19,Size/Fit Issue,1,38.65
RET901053,ORD515347,PROD1167,2024-06-30,No Longer Needed,1,16.48
RET901054,ORD515348,PROD1218,2024-07-09,Size/Fit Issue,2,179.24
RET901055,ORD515352,PROD1160,2024-06-30,No Longer Needed,1,64.71
RET901056,ORD515383,PROD1001,2024-07-19,No Longer Needed,1,89.0
RET901057,ORD515385,PROD1009,2024-07-08,Not as Described,1,121.39
RET901058,ORD515423,PROD1230,2024-07-11,Defective/Damaged,1,138.35
RET901059,ORD515473,PROD1159,2024-07-06,Not as Described,1,8.94
RET901060,ORD515493,PROD1244,2024-07-12,Changed Mind,1,19.63
RET901061,ORD515506,PROD1207,2024-07-15,No Longer Needed,1,31.15
RET901062,ORD515512,PROD1001,2024-07-09,Changed Mind,1,70.31
RET901063,ORD515526,PROD1249,2024-07-23,Wrong Item Shipped,1,79.75
RET901064,ORD515530,PROD1234,2024-07-08,Size/Fit Issue,1,252.78
RET901065,ORD515540,PROD1080,2024-07-28,Size/Fit Issue,1,84.99
RET901066,ORD515555,PROD1249,2024-07-12,Wrong Item Shipped,1,79.75
RET901067,ORD515581,PROD1207,2024-07-26,No Longer Needed,1,31.62
RET901068,ORD515603,PROD1012,2024-07-25,Not as Described,1,214.85
RET901069,ORD515611,PROD1239,2024-07-22,Better Price Found,1,29.99
RET901070,ORD515631,PROD1007,2024-07-31,Not as Described,1,260.61
RET901071,ORD515654,PROD1090,2024-07-28,Defective/Damaged,2,299.48
RET901072,ORD515695,PROD1071,2024-07-22,Wrong Item Shipped,1,166.35
RET901073,ORD515706,PROD1090,2024-08-03,Size/Fit Issue,1,149.74
RET901074,ORD515720,PROD1044,2024-07-28,No Longer Needed,1,140.87
RET901075,ORD515768,PROD1149,2024-07-19,Better Price Found,1,132.46
RET901076,ORD515811,PROD1001,2024-07-30,Not as Described,1,89.0
RET901077,ORD515814,PROD1165,2024-07-23,Wrong Item Shipped,1,66.91
RET901078,ORD515820,PROD1259,2024-08-08,Changed Mind,1,77.67
RET901079,ORD515822,PROD1058,2024-07-17,Changed Mind,1,61.33
RET901080,ORD515826,PROD1258,2024-08-11,Size/Fit Issue,1,128.51
RET901081,ORD515841,PROD1080,2024-08-05,Size/Fit Issue,1,84.99
RET901082,ORD515851,PROD1135,2024-07-22,Defective/Damaged,1,109.82
RET901083,ORD515865,PROD1070,2024-07-23,Wrong Item Shipped,1,87.92
RET901084,ORD515868,PROD1204,2024-08-12,Better Price Found,1,54.71
RET901085,ORD515885,PROD1001,2024-07-21,Better Price Found,1,89.0
RET901086,ORD515902,PROD1224,2024-08-13,Wrong Item Shipped,1,256.54
RET901087,ORD515908,PROD1156,2024-07-28,No Longer Needed,1,174.1
RET901088,ORD515909,PROD1001,2024-07-23,Size/Fit Issue,1,89.0
RET901089,ORD515939,PROD1107,2024-08-15,Defective/Damaged,1,132.2
RET901090,ORD515950,PROD1012,2024-08-06,Size/Fit Issue,1,214.85
RET901091,ORD515956,PROD1015,2024-07-28,Better Price Found,1,118.79
RET901092,ORD515969,PROD1001,2024-07-30,Changed Mind,1,89.0
RET901093,ORD515973,PROD1191,2024-08-13,Not as Described,1,42.59
