customer_id,signup_date,gender,age,city,country,acquisition_channel,customer_segment
CUST106931,2025-12-20,Male,45,Chicago,Usa,Referral,Premium
CUST103800,2024-08-06,Female,43,Houston,Usa,Organic Search,Budget
CUST102828,2024-03-11,Female,18,Denver,Usa,Paid Search,Mainstream
CUST100436,2023-03-12,Female,52,Atlanta,Usa,Direct,Budget
CUST106598,2025-10-26,Female,41,Houston,Usa,Social Media,Budget
CUST106810,2025-11-30,Female,35,Seattle,Usa,Paid Search,Mainstream
CUST102960,2024-04-01,Female,31,Portland,Usa,Paid Search,Mainstream
CUST104686,2024-12-27,Female,38,Seattle,Usa,Referral,Budget
CUST101588,2023-09-01,Male,31,Chicago,Usa,Paid Search,Mainstream
CUST104657,2024-12-21,Female,39,Phoenix,Usa,Paid Search,Budget
CUST102780,2024-03-05,Male,27,Toronto,Canada,Email,Mainstream
CUST105174,2025-03-19,Female,39,Minneapolis,Usa,Organic Search,Budget
CUST101590,2023-09-01,Female,20,Los Angeles,Usa,Organic Search,Premium
CUST104287,2024-10-21,Male,41,New York,Usa,Paid Search,Mainstream
CUST100973,2023-05-30,Female,26,Austin,Usa,Paid Search,Premium
CUST101238,2023-07-08,Female,47,Austin,Usa,Organic Search,Budget
CUST102951,2024-03-30,Female,18,Minneapolis,Usa,Paid Search,Budget
CUST102342,2023-12-23,Female,68,Los Angeles,Usa,Email,Mainstream
CUST105039,2025-02-26,Female,25,New York,Usa,Paid Search,Mainstream
CUST104204,2024-10-07,Female,38,Minneapolis,Usa,Social Media,Premium
CUST106908,2025-12-16,Male,32,Unknown,Usa,Email,Budget
CUST106006,2025-07-23,Male,48,San Diego,Usa,Paid Search,Mainstream
CUST102231,2023-12-07,Male,24,San Diego,Usa,Referral,Budget
CUST103518,2024-06-26,Female,61,Seattle,Usa,Organic Search,Mainstream
CUST101497,2023-08-14,Female,45,Miami,Usa,Social Media,Premium
CUST100449,2023-03-14,Female,18,Miami,Usa,Referral,Premium
CUST102369,2023-12-27,Female,42,New York,Usa,Organic Search,Budget
CUST103753,2024-07-31,Male,45,Minneapolis,Usa,Social Media,Budget
CUST103429,2024-06-09,Other/Undisclosed,38,Portland,Usa,Paid Search,Mainstream
CUST106148,2025-08-15,Female,54,Unknown,Usa,Paid Search,Premium
CUST102422,2024-01-04,Male,33,Miami,Usa,Social Media,Budget
CUST106312,2025-09-15,Male,30,Phoenix,Usa,Organic Search,Premium
CUST104051,2024-09-11,Male,53,San Diego,Usa,Social Media,Mainstream
CUST104128,2024-09-25,Female,35,Calgary,Canada,Social Media,Budget
CUST101551,2023-08-24,Female,43,Minneapolis,Usa,Email,Mainstream
CUST106236,2025-08-30,Female,18,Vancouver,Canada,Social Media,Mainstream
CUST101146,2023-06-24,Male,32,Denver,Usa,Social Media,Premium
CUST104604,2024-12-14,Male,34,Chicago,Usa,Paid Search,Premium
CUST102092,2023-11-17,Male,20,San Diego,Usa,Paid Search,Premium
CUST101313,2023-07-19,Male,35,Minneapolis,Usa,Paid Search,Mainstream
CUST102015,2023-11-07,Other/Undisclosed,18,Unknown,Usa,Social Media,Premium
CUST100187,2023-02-01,Male,27,Miami,Usa,Organic Search,Budget
CUST103806,2024-08-06,Female,26,Nashville,Usa,Affiliate,Mainstream
CUST103426,2024-06-09,Female,41,Chicago,Usa,Social Media,Budget
CUST105941,2025-07-15,Male,29,Vancouver,Canada,Organic Search,Premium
CUST101381,2023-07-28,Male,43,Montreal,Canada,Paid Search,Mainstream
CUST106261,2025-09-04,Female,25,Minneapolis,Usa,Paid Search,Premium
CUST100413,2023-03-08,Female,28,Nashville,Usa,Organic Search,Mainstream
CUST104306,2024-10-25,Male,32,Portland,Usa,Paid Search,Budget
CUST103455,2024-06-15,Female,39,Boston,Usa,Social Media,Premium
CUST100941,2023-05-25,Female,31,Portland,Usa,Social Media,Mainstream
CUST100801,2023-05-05,Male,20,Austin,Usa,Social Media,Mainstream
CUST103336,2024-05-27,Female,57,New York,Usa,Referral,Budget
CUST106589,2025-10-24,Female,45,Minneapolis,Usa,Email,Budget
CUST102750,2024-02-29,Male,37,San Diego,Usa,Organic Search,Mainstream
CUST103759,2024-07-31,Female,45,Los Angeles,Usa,Paid Search,Mainstream
CUST104486,2024-11-23,Male,23,Denver,Usa,Paid Search,Premium
CUST100256,2023-02-10,Female,27,Nashville,Usa,Organic Search,Premium
CUST104022,2024-09-08,Female,27,New York,Usa,Paid Search,Premium
CUST106899,2025-12-16,Male,18,Houston,Usa,Paid Search,Budget
CUST103199,2024-05-08,Female,29,Seattle,Usa,Social Media,Premium
CUST102235,2023-12-08,Male,41,Miami,Usa,Direct,Budget
CUST100647,2023-04-14,Male,36,Dallas,Usa,Paid Search,Premium
CUST101767,2023-09-28,Male,41,Seattle,Usa,Paid Search,Budget
CUST104818,2025-01-18,Female,38,Phoenix,Usa,Social Media,Budget
CUST103482,2024-06-21,Female,55,Vancouver,Canada,Social Media,Premium
CUST105018,2025-02-23,Female,48,Houston,Usa,Social Media,Budget
CUST105940,2025-07-15,Male,18,San Diego,Usa,Email,Mainstream
CUST103666,2024-07-19,Male,51,San Diego,Usa,Organic Search,Budget
CUST100024,2023-01-05,Female,26,Dallas,Usa,Organic Search,Budget
CUST105559,2025-05-15,Male,22,Houston,Usa,Email,Mainstream
CUST101088,2023-06-16,Male,39,Phoenix,Usa,Social Media,Budget
CUST104949,2025-02-12,Male,46,Dallas,Usa,Social Media,Premium
CUST102694,2024-02-18,Female,31,Montreal,Canada,Social Media,Mainstream
CUST106119,2025-08-09,Male,44,Portland,Usa,Social Media,Mainstream
CUST105357,2025-04-13,Male,28,Minneapolis,Usa,Paid Search,Mainstream
CUST100112,2023-01-19,Male,35,Boston,Usa,Paid Search,Mainstream
CUST102841,2024-03-14,Male,29,Unknown,Usa,Direct,Mainstream
CUST102311,2023-12-19,Female,38,New York,Usa,Email,Budget
CUST103441,2024-06-11,Female,39,New York,Usa,Paid Search,Mainstream
CUST106106,2025-08-07,Female,29,Miami,Usa,Affiliate,Premium
CUST106681,2025-11-09,Male,40,Houston,Usa,Social Media,Mainstream
CUST104705,2024-12-31,Female,55,Denver,Usa,Organic Search,Mainstream
CUST100056,2023-01-09,Female,48,Los Angeles,Usa,Paid Search,Premium
CUST101309,2023-07-18,Male,38,Austin,Usa,Referral,Mainstream
CUST100695,2023-04-20,Female,48,Toronto,Canada,Organic Search,Mainstream
CUST105118,2025-03-10,Female,42,San Diego,Usa,Affiliate,Mainstream
CUST101227,2023-07-06,Female,40,Houston,Usa,Organic Search,Premium
CUST101999,2023-11-04,Female,29,Denver,Usa,Referral,Premium
CUST100276,2023-02-14,Male,18,Austin,Usa,Referral,Budget
CUST103710,2024-07-25,Female,29,Los Angeles,Usa,Social Media,Mainstream
CUST104047,2024-09-11,Female,18,Miami,Usa,Paid Search,Budget
CUST101833,2023-10-08,Female,38,Minneapolis,Usa,Paid Search,Mainstream
CUST105573,2025-05-17,Male,34,Denver,Usa,Direct,Mainstream
CUST100682,2023-04-18,Male,57,Austin,Usa,Social Media,Budget
CUST104222,2024-10-11,Female,48,Calgary,Canada,Email,Premium
CUST106624,2025-10-31,Female,39,Vancouver,Canada,Paid Search,Mainstream
CUST105086,2025-03-05,Female,36,San Diego,Usa,Direct,Mainstream
CUST104457,2024-11-17,Female,50,Minneapolis,Usa,Social Media,Mainstream
CUST101137,2023-06-22,Male,38,Los Angeles,Usa,Organic Search,Mainstream
CUST102767,2024-03-02,Male,34,San Diego,Usa,Email,Mainstream
CUST104706,2024-12-31,Female,26,Austin,Usa,Organic Search,Premium
CUST100942,2023-05-25,Male,37,Los Angeles,Usa,Email,Mainstream
CUST101036,2023-06-07,Male,29,Seattle,Usa,Organic Search,Mainstream
CUST106337,2025-09-20,Female,45,Houston,Usa,Direct,Premium
CUST105667,2025-05-30,Female,34,Minneapolis,Usa,Organic Search,Mainstream
CUST101346,2023-07-25,Female,28,Portland,Usa,Paid Search,Budget
CUST103567,2024-07-04,Male,18,Atlanta,Usa,Email,Mainstream
CUST104808,2025-01-17,Female,35,Austin,Usa,Affiliate,Mainstream
CUST102784,2024-03-05,Male,50,Minneapolis,Usa,Social Media,Premium
CUST103908,2024-08-21,Male,32,Toronto,Canada,Email,Mainstream
CUST102384,2023-12-29,Female,24,Calgary,Canada,Referral,Premium
CUST102988,2024-04-05,Female,48,New York,Usa,Paid Search,Budget
CUST100115,2023-01-20,Male,20,Atlanta,Usa,Affiliate,Budget
CUST104899,2025-02-03,Male,38,Portland,Usa,Email,Budget
CUST103400,2024-06-05,Female,18,Vancouver,Canada,Paid Search,Budget
CUST106999,2025-12-30,Male,35,Portland,Usa,Email,Mainstream
CUST103119,2024-04-26,Female,44,Los Angeles,Usa,Email,Budget
CUST104291,2024-10-22,Female,35,Vancouver,Canada,Direct,Mainstream
CUST105072,2025-03-03,Male,36,Boston,Usa,Paid Search,Mainstream
CUST105049,2025-02-28,Male,25,Los Angeles,Usa,Referral,Premium
CUST102819,2024-03-10,Male,24,Austin,Usa,Affiliate,Premium
CUST104240,2024-10-13,Female,25,Houston,Usa,Paid Search,Budget
CUST103837,2024-08-11,Female,41,Los Angeles,Usa,Organic Search,Premium
CUST106789,2025-11-28,Female,34,Montreal,Canada,Organic Search,Budget
CUST105783,2025-06-20,Female,18,Denver,Usa,Direct,Mainstream
CUST100081,2023-01-13,Male,35,San Diego,Usa,Organic Search,Mainstream
CUST103021,2024-04-11,Female,47,Houston,Usa,Direct,Budget
CUST101972,2023-10-31,Male,27,Los Angeles,Usa,Social Media,Mainstream
CUST101714,2023-09-21,Female,39,Nashville,Usa,Paid Search,Mainstream
CUST103536,2024-06-28,Female,44,Portland,Usa,Referral,Budget
CUST104510,2024-11-27,Other/Undisclosed,30,Calgary,Canada,Social Media,Mainstream
CUST105673,2025-05-31,Female,63,San Diego,Usa,Email,Premium
CUST103896,2024-08-19,Female,18,Austin,Usa,Social Media,Mainstream
CUST104536,2024-12-01,Female,35,Chicago,Usa,Organic Search,Mainstream
CUST101946,2023-10-27,Male,18,Chicago,Usa,Organic Search,Premium
CUST104441,2024-11-15,Female,47,Minneapolis,Usa,Organic Search,Premium
CUST104104,2024-09-20,Male,28,Denver,Usa,Paid Search,Mainstream
CUST106777,2025-11-26,Female,34,Minneapolis,Usa,Paid Search,Premium
CUST103488,2024-06-22,Female,31,Seattle,Usa,Social Media,Mainstream
CUST101610,2023-09-05,Female,32,Toronto,Canada,Organic Search,Budget
CUST104880,2025-01-30,Female,34,Miami,Usa,Paid Search,Mainstream
CUST101251,2023-07-10,Female,29,Houston,Usa,Email,Mainstream
CUST104020,2024-09-08,Female,39,Boston,Usa,Direct,Mainstream
CUST103070,2024-04-20,Male,28,Calgary,Canada,Organic Search,Mainstream
CUST104280,2024-10-20,Male,43,Austin,Usa,Organic Search,Budget
CUST106871,2025-12-12,Female,43,Portland,Usa,Paid Search,Mainstream
CUST106033,2025-07-26,Female,31,Montreal,Canada,Affiliate,Budget
CUST105419,2025-04-23,Male,40,Denver,Usa,Referral,Premium
CUST105457,2025-04-27,Male,36,Chicago,Usa,Referral,Mainstream
CUST103375,2024-06-02,Female,36,Phoenix,Usa,Paid Search,Budget
CUST100665,2023-04-15,Female,32,Los Angeles,Usa,Organic Search,Mainstream
CUST102194,2023-12-02,Male,27,Portland,Usa,Affiliate,Budget
CUST105863,2025-07-03,Female,18,Boston,Usa,Paid Search,Budget
CUST105984,2025-07-20,Male,40,Boston,Usa,Social Media,Mainstream
CUST101017,2023-06-05,Female,34,Toronto,Canada,Email,Mainstream
CUST100557,2023-03-30,Male,35,Vancouver,Canada,Direct,Mainstream
CUST104631,2024-12-17,Male,25,New York,Usa,Social Media,Budget
CUST104383,2024-11-05,Male,55,Portland,Usa,Paid Search,Mainstream
CUST101207,2023-07-03,Female,18,Calgary,Canada,Direct,Budget
CUST106702,2025-11-15,Female,56,Calgary,Canada,Organic Search,Budget
CUST105520,2025-05-08,Female,34,Phoenix,Usa,Direct,Budget
CUST101510,2023-08-17,Female,42,Portland,Usa,Social Media,Budget
CUST106290,2025-09-10,Female,26,Nashville,Usa,Email,Budget
CUST104574,2024-12-10,Other/Undisclosed,34,Toronto,Canada,Referral,Mainstream
CUST103211,2024-05-09,Male,34,Nashville,Usa,Social Media,Budget
CUST105064,2025-03-02,Female,42,Los Angeles,Usa,Affiliate,Mainstream
CUST105422,2025-04-23,Female,27,Seattle,Usa,Affiliate,Budget
CUST100266,2023-02-12,Female,24,Calgary,Canada,Organic Search,Budget
CUST103751,2024-07-30,Female,35,Dallas,Usa,Paid Search,Mainstream
CUST101140,2023-06-23,Female,30,Chicago,Usa,Social Media,Premium
CUST103162,2024-05-03,Female,30,Minneapolis,Usa,Referral,Premium
CUST102111,2023-11-21,Male,23,San Diego,Usa,Social Media,Premium
CUST104093,2024-09-18,Male,30,San Diego,Usa,Organic Search,Mainstream
CUST101909,2023-10-21,Male,36,Miami,Usa,Email,Premium
CUST106060,2025-07-31,Male,33,Dallas,Usa,Paid Search,Premium
CUST106000,2025-07-22,Male,33,Boston,Usa,Direct,Budget
CUST100656,2023-04-15,Male,42,Unknown,Usa,Affiliate,Budget
CUST104730,2025-01-04,Female,56,Atlanta,Usa,Direct,Premium
CUST104966,2025-02-15,Female,20,Denver,Usa,Social Media,Budget
CUST104503,2024-11-26,Female,48,Chicago,Usa,Referral,Mainstream
CUST100998,2023-06-03,Male,40,Minneapolis,Usa,Email,Mainstream
CUST105652,2025-05-28,Female,49,Nashville,Usa,Social Media,Mainstream
CUST102834,2024-03-12,Male,58,Seattle,Usa,Affiliate,Budget
CUST102809,2024-03-08,Male,56,Montreal,Canada,Direct,Mainstream
CUST101784,2023-10-01,Female,42,Miami,Usa,Paid Search,Mainstream
CUST101237,2023-07-08,Female,44,Minneapolis,Usa,Affiliate,Premium
CUST105858,2025-07-02,Male,40,Nashville,Usa,Paid Search,Budget
CUST105368,2025-04-15,Female,38,Seattle,Usa,Referral,Mainstream
CUST104373,2024-11-03,Female,55,Los Angeles,Usa,Affiliate,Budget
CUST105351,2025-04-13,Female,30,San Diego,Usa,Paid Search,Mainstream
CUST105706,2025-06-05,Male,37,Los Angeles,Usa,Affiliate,Budget
CUST106943,2025-12-22,Male,30,Nashville,Usa,Social Media,Mainstream
CUST102186,2023-12-01,Female,43,Austin,Usa,Direct,Budget
CUST102913,2024-03-25,Male,47,Dallas,Usa,Affiliate,Premium
CUST101134,2023-06-21,Male,20,Houston,Usa,Social Media,Budget
CUST100908,2023-05-21,Male,33,San Diego,Usa,Organic Search,Premium
CUST106014,2025-07-24,Female,39,San Diego,Usa,Organic Search,Budget
CUST101303,2023-07-17,Female,50,Austin,Usa,Email,Mainstream
CUST106562,2025-10-22,Male,19,Nashville,Usa,Organic Search,Mainstream
CUST101627,2023-09-07,Female,50,Seattle,Usa,Organic Search,Mainstream
CUST104523,2024-11-29,Female,18,Portland,Usa,Email,Mainstream
CUST101522,2023-08-19,Male,50,Seattle,Usa,Social Media,Premium
CUST100835,2023-05-10,Female,35,Seattle,Usa,Direct,Mainstream
CUST100358,2023-02-27,Male,43,Denver,Usa,Affiliate,Budget
CUST100138,2023-01-24,Male,30,Houston,Usa,Social Media,Mainstream
CUST100299,2023-02-18,Female,46,Denver,Usa,Social Media,Mainstream
CUST101556,2023-08-25,Female,67,Dallas,Usa,Paid Search,Budget
CUST101003,2023-06-03,Female,30,Houston,Usa,Direct,Budget
CUST100382,2023-03-04,Male,51,Minneapolis,Usa,Direct,Budget
CUST106292,2025-09-10,Female,40,Vancouver,Canada,Affiliate,Budget
CUST105169,2025-03-18,Male,38,Toronto,Canada,Organic Search,Mainstream
CUST105435,2025-04-25,Male,28,New York,Usa,Email,Mainstream
CUST100761,2023-04-28,Male,48,Los Angeles,Usa,Social Media,Premium
CUST105595,2025-05-21,Male,35,Houston,Usa,Social Media,Premium
CUST105102,2025-03-08,Female,23,Dallas,Usa,Organic Search,Mainstream
CUST104101,2024-09-20,Other/Undisclosed,44,San Diego,Usa,Social Media,Mainstream
CUST105755,2025-06-16,Female,43,Los Angeles,Usa,Email,Budget
CUST104076,2024-09-16,Male,42,Atlanta,Usa,Paid Search,Mainstream
CUST106791,2025-11-28,Male,37,New York,Usa,Affiliate,Mainstream
CUST104832,2025-01-21,Female,36,Denver,Usa,Email,Budget
CUST101402,2023-08-01,Female,35,Nashville,Usa,Direct,Mainstream
CUST104466,2024-11-19,Female,38,Seattle,Usa,Social Media,Mainstream
CUST106038,2025-07-28,Male,28,Phoenix,Usa,Referral,Budget
CUST102721,2024-02-22,Female,26,Denver,Usa,Referral,Budget
CUST101932,2023-10-24,Male,35,Atlanta,Usa,Direct,Mainstream
CUST104257,2024-10-16,Female,28,Denver,Usa,Social Media,Mainstream
CUST103560,2024-07-02,Female,39,Portland,Usa,Organic Search,Premium
CUST106321,2025-09-16,Male,27,Calgary,Canada,Organic Search,Premium
CUST106356,2025-09-24,Male,18,Austin,Usa,Affiliate,Mainstream
CUST104032,2024-09-09,Female,35,Montreal,Canada,Affiliate,Mainstream
CUST106643,2025-11-03,Female,48,Boston,Usa,Direct,Budget
CUST103055,2024-04-18,Female,23,Nashville,Usa,Social Media,Budget
CUST106008,2025-07-23,Male,33,Dallas,Usa,Paid Search,Budget
CUST103937,2024-08-26,Female,43,San Diego,Usa,Social Media,Budget
CUST104677,2024-12-24,Male,27,Miami,Usa,Organic Search,Mainstream
CUST102685,2024-02-17,Male,35,Montreal,Canada,Referral,Budget
CUST106881,2025-12-14,Male,59,Toronto,Canada,Email,Premium
CUST100058,2023-01-09,Male,26,Boston,Usa,Paid Search,Mainstream
CUST100076,2023-01-12,Male,45,Chicago,Usa,Paid Search,Mainstream
CUST100796,2023-05-04,Female,48,Seattle,Usa,Paid Search,Budget
CUST102416,2024-01-03,Male,41,Phoenix,Usa,Email,Mainstream
CUST102248,2023-12-11,Other/Undisclosed,29,Seattle,Usa,Affiliate,Budget
CUST105367,2025-04-15,Female,21,Minneapolis,Usa,Social Media,Budget
CUST100785,2023-05-02,Female,46,Calgary,Canada,Direct,Premium
CUST106846,2025-12-07,Female,31,New York,Usa,Referral,Premium
CUST106847,2025-12-08,Male,36,New York,Usa,Organic Search,Budget
CUST103158,2024-05-03,Male,27,New York,Usa,Paid Search,Premium
CUST103106,2024-04-25,Male,37,Chicago,Usa,Referral,Premium
CUST100123,2023-01-22,Male,18,Boston,Usa,Affiliate,Mainstream
CUST102217,2023-12-05,Other/Undisclosed,39,Vancouver,Canada,Email,Budget
CUST104751,2025-01-08,Female,20,Portland,Usa,Organic Search,Budget
CUST106646,2025-11-04,Female,33,Seattle,Usa,Organic Search,Premium
CUST106393,2025-09-30,Male,39,Dallas,Usa,Organic Search,Mainstream
CUST103827,2024-08-10,Female,36,Austin,Usa,Affiliate,Mainstream
CUST104354,2024-11-01,Female,47,Atlanta,Usa,Direct,Budget
CUST105424,2025-04-23,Female,32,Vancouver,Canada,Referral,Premium
CUST100910,2023-05-21,Female,38,Seattle,Usa,Paid Search,Mainstream
CUST102172,2023-11-28,Female,33,Montreal,Canada,Email,Budget
CUST101850,2023-10-10,Male,36,Boston,Usa,Email,Budget
CUST102309,2023-12-18,Male,20,New York,Usa,Social Media,Budget
CUST106582,2025-10-24,Female,19,Phoenix,Usa,Referral,Premium
CUST103634,2024-07-14,Female,46,Los Angeles,Usa,Organic Search,Budget
CUST101257,2023-07-11,Other/Undisclosed,34,Dallas,Usa,Social Media,Mainstream
CUST102495,2024-01-14,Female,33,San Diego,Usa,Paid Search,Budget
CUST105300,2025-04-05,Female,36,Seattle,Usa,Paid Search,Budget
CUST104505,2024-11-26,Male,31,Seattle,Usa,Direct,Mainstream
CUST103501,2024-06-24,Male,35,Phoenix,Usa,Social Media,Budget
CUST101178,2023-06-28,Female,35,Dallas,Usa,Paid Search,Mainstream
CUST105291,2025-04-04,Male,18,Miami,Usa,Organic Search,Budget
CUST106023,2025-07-25,Female,34,Miami,Usa,Organic Search,Mainstream
CUST103650,2024-07-17,Female,30,Boston,Usa,Paid Search,Mainstream
CUST100442,2023-03-12,Female,56,Los Angeles,Usa,Email,Premium
CUST105388,2025-04-17,Male,59,Nashville,Usa,Paid Search,Mainstream
CUST101399,2023-07-31,Male,36,Boston,Usa,Direct,Mainstream
CUST102973,2024-04-02,Male,38,Vancouver,Canada,Paid Search,Mainstream
CUST102884,2024-03-22,Female,55,Phoenix,Usa,Organic Search,Budget
CUST101457,2023-08-08,Female,41,Phoenix,Usa,Paid Search,Premium
CUST104316,2024-10-27,Female,22,Montreal,Canada,Email,Budget
CUST106699,2025-11-14,Male,44,Houston,Usa,Paid Search,Budget
CUST103459,2024-06-16,Male,40,Dallas,Usa,Paid Search,Budget
CUST101054,2023-06-11,Female,41,Montreal,Canada,Paid Search,Mainstream
CUST104622,2024-12-16,Male,25,Chicago,Usa,Paid Search,Budget
CUST104157,2024-09-30,Male,24,Nashville,Usa,Direct,Mainstream
CUST103275,2024-05-19,Female,35,Boston,Usa,Organic Search,Budget
CUST105389,2025-04-17,Female,42,Houston,Usa,Email,Mainstream
CUST103699,2024-07-24,Male,36,Portland,Usa,Organic Search,Budget
CUST100929,2023-05-24,Female,42,Houston,Usa,Paid Search,Mainstream
CUST101415,2023-08-02,Male,55,Seattle,Usa,Organic Search,Budget
CUST102372,2023-12-28,Female,27,Phoenix,Usa,Social Media,Premium
CUST104967,2025-02-15,Female,26,Austin,Usa,Paid Search,Mainstream
CUST101829,2023-10-07,Female,44,Seattle,Usa,Email,Budget
CUST105805,2025-06-24,Female,38,Minneapolis,Usa,Email,Budget
CUST103887,2024-08-18,Female,37,Chicago,Usa,Social Media,Premium
CUST104562,2024-12-06,Female,29,New York,Usa,Organic Search,Budget
CUST104930,2025-02-08,Female,53,San Diego,Usa,Social Media,Budget
CUST106552,2025-10-21,Male,47,Portland,Usa,Social Media,Mainstream
CUST101502,2023-08-15,Male,48,Denver,Usa,Paid Search,Premium
CUST105662,2025-05-28,Male,34,Phoenix,Usa,Paid Search,Premium
CUST101450,2023-08-07,Female,28,Calgary,Canada,Social Media,Mainstream
CUST105762,2025-06-16,Male,46,Portland,Usa,Referral,Premium
CUST102011,2023-11-06,Female,47,Minneapolis,Usa,Affiliate,Mainstream
CUST105328,2025-04-10,Female,29,New York,Usa,Email,Mainstream
CUST103515,2024-06-26,Other/Undisclosed,57,Denver,Usa,Social Media,Budget
CUST104774,2025-01-12,Female,27,Seattle,Usa,Paid Search,Budget
CUST105946,2025-07-15,Female,50,San Diego,Usa,Paid Search,Mainstream
CUST106748,2025-11-20,Female,37,Portland,Usa,Social Media,Budget
CUST103977,2024-08-31,Female,26,San Diego,Usa,Email,Budget
CUST103264,2024-05-17,Female,50,Vancouver,Canada,Direct,Budget
CUST105670,2025-05-30,Female,39,Vancouver,Canada,Social Media,Mainstream
CUST106024,2025-07-25,Female,35,San Diego,Usa,Paid Search,Mainstream
CUST104427,2024-11-11,Female,38,Austin,Usa,Referral,Budget
CUST105194,2025-03-21,Male,54,Portland,Usa,Social Media,Budget
CUST100006,2023-01-02,Female,20,Denver,Usa,Affiliate,Mainstream
CUST102980,2024-04-03,Male,19,Dallas,Usa,Paid Search,Budget
CUST102487,2024-01-12,Female,32,Nashville,Usa,Email,Mainstream
CUST103361,2024-05-31,Male,30,Austin,Usa,Direct,Mainstream
CUST100678,2023-04-17,Male,18,Miami,Usa,Paid Search,Mainstream
CUST101943,2023-10-27,Male,35,Phoenix,Usa,Social Media,Budget
CUST106451,2025-10-08,Other/Undisclosed,40,San Diego,Usa,Paid Search,Budget
CUST106472,2025-10-10,Other/Undisclosed,48,Chicago,Usa,Direct,Mainstream
CUST105947,2025-07-15,Female,35,Los Angeles,Usa,Social Media,Mainstream
CUST105396,2025-04-18,Female,31,Los Angeles,Usa,Social Media,Budget
CUST104615,2024-12-15,Male,19,Dallas,Usa,Direct,Mainstream
CUST102607,2024-02-04,Female,57,Montreal,Canada,Social Media,Mainstream
CUST106408,2025-10-02,Female,40,Calgary,Canada,Organic Search,Budget
CUST106665,2025-11-07,Male,33,Toronto,Canada,Paid Search,Budget
CUST106468,2025-10-09,Female,52,Chicago,Usa,Email,Budget
CUST106677,2025-11-09,Male,39,Calgary,Canada,Organic Search,Budget
CUST101064,2023-06-13,Female,22,Dallas,Usa,Email,Budget
CUST102894,2024-03-23,Male,53,Denver,Usa,Organic Search,Mainstream
CUST104461,2024-11-18,Female,47,Miami,Usa,Organic Search,Premium
CUST104601,2024-12-13,Female,39,Seattle,Usa,Organic Search,Mainstream
CUST102242,2023-12-09,Male,35,Miami,Usa,Social Media,Budget
CUST101474,2023-08-10,Male,33,Chicago,Usa,Referral,Budget
CUST105210,2025-03-24,Male,34,Miami,Usa,Email,Mainstream
CUST101889,2023-10-17,Male,35,Nashville,Usa,Organic Search,Mainstream
CUST103435,2024-06-11,Male,18,Phoenix,Usa,Affiliate,Budget
CUST104640,2024-12-19,Female,24,Houston,Usa,Affiliate,Budget
CUST101053,2023-06-11,Male,41,Miami,Usa,Direct,Mainstream
CUST103705,2024-07-25,Female,56,New York,Usa,Organic Search,Mainstream
CUST102021,2023-11-08,Female,50,Dallas,Usa,Email,Mainstream
CUST105532,2025-05-11,Female,41,New York,Usa,Paid Search,Mainstream
CUST105008,2025-02-21,Male,34,Montreal,Canada,Organic Search,Mainstream
CUST106370,2025-09-26,Female,35,San Diego,Usa,Referral,Budget
CUST102658,2024-02-12,Female,35,San Diego,Usa,Email,Mainstream
CUST102467,2024-01-10,Female,36,Seattle,Usa,Social Media,Mainstream
CUST103834,2024-08-11,Female,18,Miami,Usa,Paid Search,Mainstream
CUST101130,2023-06-21,Female,27,Atlanta,Usa,Affiliate,Premium
CUST101461,2023-08-08,Female,18,Boston,Usa,Affiliate,Mainstream
CUST105523,2025-05-09,Female,51,Seattle,Usa,Email,Mainstream
CUST106364,2025-09-26,Female,51,Portland,Usa,Paid Search,Premium
CUST103365,2024-05-31,Female,38,Nashville,Usa,Email,Premium
CUST106987,2025-12-29,Female,42,Seattle,Usa,Paid Search,Premium
CUST104296,2024-10-23,Female,38,Seattle,Usa,Affiliate,Mainstream
CUST103350,2024-05-29,Other/Undisclosed,46,San Diego,Usa,Social Media,Premium
CUST102968,2024-04-02,Male,29,Houston,Usa,Paid Search,Mainstream
CUST100222,2023-02-06,Male,46,Vancouver,Canada,Social Media,Mainstream
CUST106515,2025-10-16,Female,50,Atlanta,Usa,Paid Search,Budget
CUST100048,2023-01-08,Female,44,Chicago,Usa,Email,Mainstream
CUST100573,2023-04-03,Female,30,Houston,Usa,Organic Search,Budget
CUST101236,2023-07-08,Male,30,Houston,Usa,Direct,Budget
CUST105349,2025-04-12,Other/Undisclosed,29,Miami,Usa,Affiliate,Mainstream
CUST103033,2024-04-14,Female,18,Phoenix,Usa,Organic Search,Mainstream
CUST106815,2025-12-02,Male,38,San Diego,Usa,Affiliate,Premium
CUST103382,2024-06-03,Female,28,Phoenix,Usa,Social Media,Mainstream
CUST106315,2025-09-15,Female,42,Nashville,Usa,Social Media,Mainstream
CUST102282,2023-12-15,Female,35,Los Angeles,Usa,Paid Search,Budget
CUST104761,2025-01-09,Female,51,Minneapolis,Usa,Email,Mainstream
CUST100267,2023-02-13,Female,41,Unknown,Usa,Direct,Budget
CUST101104,2023-06-18,Male,41,Calgary,Canada,Paid Search,Premium
CUST102305,2023-12-18,Male,47,New York,Usa,Organic Search,Budget
CUST105531,2025-05-11,Male,27,Seattle,Usa,Affiliate,Mainstream
CUST105981,2025-07-20,Female,47,Houston,Usa,Paid Search,Mainstream
CUST101935,2023-10-25,Female,26,New York,Usa,Organic Search,Budget
CUST100386,2023-03-04,Other/Undisclosed,37,New York,Usa,Social Media,Budget
